Date,Product ID,Product Type,Size,Color,Quantity Sold,Sales Channel,Marketing Channel,Revenue,Production Time,Cost per Unit,Customer Satisfaction,Product Rating,Customer Comments,Material Type,Printing Method,Discount Applied,Estimated Delivery Date,Supplier,Shipping Cost,Customer Location,Payment Method,Internal Comments,Order Number
2024-05-16,4922,Hoodie,S,White,5,Online,Email,40.96,4.05,8.57,3.89,3.61,Not satisfied,Cotton,Sublimation,No,2024-05-17,Supplier B,13.34,City A,PayPal,Special instructions,444724
2024-05-17,2221,Tank Top,S,Green,1,Social Media,Organic Search,36.39,4.23,6.46,1.47,1.98,Good quality,Polyester,Screen Printing,No,2024-05-18,Supplier C,6.65,City A,Credit Card,Urgent,802269
2024-05-18,2924,Long Sleeve,L,White,2,Social Media,Social Media,90.83,4.68,17.09,3.37,3.83,Not satisfied,Blend,Embroidery,No,2024-05-19,Supplier A,5.95,City C,Credit Card,Urgent,607330
2024-05-19,8185,Hoodie,M,Blue,1,Online,Organic Search,83.48,1.35,19.5,1.35,3.13,Not satisfied,Blend,Sublimation,Yes,2024-05-20,Supplier B,13.88,City A,Bank Transfer,Special instructions,403499
2024-05-20,9901,Short Sleeve,XL,Green,9,Fair,Organic Search,56.04,4.62,5.21,4.88,1.22,Will buy again,Polyester,Sublimation,Yes,2024-05-21,Supplier B,13.77,City B,Bank Transfer,Special instructions,927916
2024-05-21,9639,Tank Top,XL,Black,6,Social Media,Organic Search,50.24,4.67,12.19,2.36,1.56,Good quality,Blend,Screen Printing,Yes,2024-05-22,Supplier A,4.0,City B,PayPal,Handled with care,390568
2024-05-22,1350,Short Sleeve,XL,Blue,3,Online,Email,21.03,4.99,6.59,1.08,4.65,Will buy again,Blend,Screen Printing,No,2024-05-23,Supplier B,4.59,City A,Credit Card,Special instructions,815734
2024-05-23,9856,Tank Top,L,White,9,Fair,Social Media,76.16,4.11,11.28,3.01,4.5,Not satisfied,Polyester,Screen Printing,No,2024-05-24,Supplier B,14.85,City A,PayPal,Urgent,548427
2024-05-24,4715,Hoodie,S,White,1,Social Media,Social Media,97.2,2.05,13.71,1.49,4.26,Good quality,Cotton,Sublimation,Yes,2024-05-25,Supplier C,9.11,City A,Credit Card,Special instructions,379720
2024-05-25,9616,Long Sleeve,L,Blue,6,Social Media,Social Media,82.28,2.06,11.44,3.6,3.28,Good quality,Cotton,Sublimation,Yes,2024-05-26,Supplier B,3.43,City A,Credit Card,Urgent,766935
2024-05-26,5260,Short Sleeve,L,Red,1,Social Media,Email,38.65,3.75,5.26,3.92,2.44,Will buy again,Polyester,Screen Printing,Yes,2024-05-27,Supplier B,7.37,City C,Credit Card,Urgent,880940
2024-05-27,8738,Long Sleeve,S,Blue,9,Social Media,Email,41.16,3.72,19.82,4.44,4.84,Fast delivery,Blend,Embroidery,No,2024-05-28,Supplier C,10.82,City B,Credit Card,Handled with care,750879
2024-05-28,4511,Hoodie,XL,Black,6,Fair,Email,53.82,3.64,18.89,4.55,4.64,Not satisfied,Blend,Screen Printing,Yes,2024-05-29,Supplier C,4.79,City A,Credit Card,Special instructions,681594
2024-05-29,1673,Hoodie,L,White,7,Fair,Social Media,52.62,2.41,16.59,2.24,1.07,Not satisfied,Polyester,Embroidery,No,2024-05-30,Supplier B,3.09,City A,PayPal,Special instructions,178170
2024-05-30,2938,Hoodie,XL,Green,5,Online,Organic Search,38.59,3.08,11.01,2.43,1.48,Fast delivery,Blend,Embroidery,No,2024-05-31,Supplier C,7.49,City A,Bank Transfer,Special instructions,677652
2024-05-31,9033,Long Sleeve,M,Red,5,Social Media,Email,83.33,2.21,15.34,4.9,3.17,Good quality,Cotton,Embroidery,Yes,2024-06-01,Supplier B,7.19,City A,Bank Transfer,Special instructions,299633
2024-06-01,9945,Long Sleeve,M,Green,3,Social Media,Organic Search,82.89,3.39,15.65,2.74,3.76,Will buy again,Polyester,Screen Printing,No,2024-06-02,Supplier C,14.8,City A,Credit Card,Special instructions,905799
2024-06-02,8303,Tank Top,XL,Blue,5,Social Media,Email,76.52,4.09,10.1,2.62,2.86,Not satisfied,Cotton,Sublimation,Yes,2024-06-03,Supplier C,13.47,City C,Credit Card,Special instructions,467287
2024-06-03,2973,Long Sleeve,L,White,1,Social Media,Email,20.4,3.79,5.6,4.7,1.73,Fast delivery,Polyester,Sublimation,Yes,2024-06-04,Supplier B,11.76,City C,Credit Card,Urgent,917285
2024-06-04,9529,Long Sleeve,S,Black,9,Social Media,Email,93.39,2.73,14.33,1.75,2.68,Not satisfied,Polyester,Sublimation,No,2024-06-05,Supplier C,13.74,City C,Credit Card,Handled with care,999863
2024-06-05,6277,Hoodie,XL,Blue,2,Social Media,Social Media,47.0,3.1,19.22,2.9,1.82,Not satisfied,Polyester,Sublimation,No,2024-06-06,Supplier A,12.25,City C,Bank Transfer,Special instructions,153552
2024-06-06,8970,Tank Top,XL,Blue,8,Fair,Email,22.31,4.09,16.22,2.94,4.22,Fast delivery,Blend,Embroidery,Yes,2024-06-07,Supplier C,12.07,City A,Credit Card,Urgent,212813
2024-06-07,1115,Long Sleeve,L,Green,5,Social Media,Social Media,70.99,1.93,8.42,3.97,3.17,Fast delivery,Cotton,Embroidery,No,2024-06-08,Supplier A,8.4,City B,Bank Transfer,Special instructions,725639
2024-06-08,6719,Long Sleeve,XL,Green,2,Fair,Email,79.01,1.89,13.34,2.74,2.64,Fast delivery,Polyester,Embroidery,Yes,2024-06-09,Supplier C,4.84,City C,Credit Card,Handled with care,865865
2024-06-09,9043,Hoodie,XL,White,1,Online,Email,73.68,2.94,10.85,4.45,1.57,Not satisfied,Blend,Embroidery,No,2024-06-10,Supplier B,9.13,City C,PayPal,Urgent,114250
2024-06-10,9169,Long Sleeve,L,Green,6,Fair,Organic Search,51.27,2.98,13.2,3.68,3.06,Fast delivery,Polyester,Embroidery,Yes,2024-06-11,Supplier B,13.13,City B,Credit Card,Urgent,665939
2024-06-11,6696,Hoodie,XL,Red,2,Online,Email,88.89,1.09,15.86,4.72,3.27,Good quality,Cotton,Embroidery,Yes,2024-06-12,Supplier C,14.18,City C,PayPal,Handled with care,870862
2024-06-12,4404,Tank Top,XL,White,9,Online,Email,48.52,3.33,12.3,2.05,3.61,Fast delivery,Cotton,Screen Printing,Yes,2024-06-13,Supplier C,4.4,City A,PayPal,Urgent,682244
2024-06-13,5242,Hoodie,XL,Black,2,Fair,Organic Search,63.06,2.67,18.68,4.25,3.82,Good quality,Blend,Screen Printing,Yes,2024-06-14,Supplier C,6.13,City B,PayPal,Handled with care,407274
2024-06-14,3820,Hoodie,M,Red,7,Fair,Email,93.74,3.31,15.38,1.47,1.17,Not satisfied,Cotton,Embroidery,No,2024-06-15,Supplier C,12.5,City B,PayPal,Special instructions,731156
2024-06-15,2799,Tank Top,M,Blue,1,Social Media,Social Media,78.23,4.66,10.28,4.21,2.51,Not satisfied,Blend,Sublimation,No,2024-06-16,Supplier B,11.09,City A,PayPal,Urgent,226660
2024-06-16,3691,Short Sleeve,S,Green,1,Social Media,Email,27.57,2.33,14.19,4.39,2.49,Not satisfied,Cotton,Screen Printing,No,2024-06-17,Supplier C,7.72,City A,PayPal,Handled with care,547703
2024-06-17,7437,Hoodie,S,Black,3,Online,Social Media,82.17,1.43,11.83,2.63,1.68,Fast delivery,Cotton,Embroidery,No,2024-06-18,Supplier A,11.56,City C,Bank Transfer,Urgent,562672
2024-06-18,7253,Long Sleeve,S,White,1,Online,Email,92.14,1.83,16.88,3.8,2.29,Will buy again,Polyester,Screen Printing,No,2024-06-19,Supplier C,5.51,City A,Bank Transfer,Special instructions,418198
2024-06-19,5078,Hoodie,L,Green,8,Fair,Social Media,86.03,2.23,5.11,4.87,1.18,Fast delivery,Blend,Screen Printing,Yes,2024-06-20,Supplier B,3.8,City C,PayPal,Urgent,277341
2024-06-20,6405,Tank Top,L,Red,3,Online,Email,58.14,4.45,13.78,1.74,2.85,Fast delivery,Cotton,Screen Printing,No,2024-06-21,Supplier A,7.08,City A,PayPal,Special instructions,787757
2024-06-21,5611,Long Sleeve,L,Blue,8,Social Media,Organic Search,86.01,3.2,5.35,3.47,3.06,Not satisfied,Cotton,Embroidery,Yes,2024-06-22,Supplier A,13.85,City C,PayPal,Urgent,570700
2024-06-22,9266,Tank Top,XL,Blue,6,Fair,Email,26.05,4.98,19.69,1.19,2.96,Fast delivery,Cotton,Sublimation,Yes,2024-06-23,Supplier C,12.69,City A,PayPal,Urgent,147407
2024-06-23,7634,Hoodie,L,Green,5,Social Media,Social Media,40.34,2.14,12.61,2.35,1.57,Will buy again,Polyester,Sublimation,Yes,2024-06-24,Supplier C,12.65,City C,Bank Transfer,Handled with care,835235
2024-06-24,7007,Tank Top,S,White,1,Fair,Email,89.35,1.27,9.18,1.56,1.42,Not satisfied,Blend,Screen Printing,Yes,2024-06-25,Supplier C,14.66,City B,Bank Transfer,Special instructions,842874
2024-06-25,4604,Tank Top,S,White,8,Online,Email,23.31,2.2,6.66,3.15,4.04,Fast delivery,Blend,Screen Printing,No,2024-06-26,Supplier B,14.19,City B,Bank Transfer,Urgent,944450
2024-06-26,4280,Short Sleeve,S,Green,9,Online,Email,51.84,4.97,10.13,3.41,4.0,Fast delivery,Cotton,Sublimation,No,2024-06-27,Supplier C,7.83,City B,PayPal,Urgent,628752
2024-06-27,6162,Hoodie,L,Green,2,Social Media,Social Media,88.84,3.97,14.51,4.96,2.19,Not satisfied,Polyester,Sublimation,Yes,2024-06-28,Supplier A,5.76,City A,PayPal,Urgent,621587
2024-06-28,6618,Hoodie,L,Green,4,Online,Social Media,55.67,4.66,19.59,4.87,3.72,Will buy again,Cotton,Embroidery,Yes,2024-06-29,Supplier C,3.02,City C,PayPal,Urgent,152842
2024-06-29,1028,Hoodie,S,Black,3,Fair,Email,26.77,3.38,6.42,4.53,4.77,Will buy again,Blend,Embroidery,No,2024-06-30,Supplier A,10.59,City B,PayPal,Handled with care,198988
2024-06-30,2434,Hoodie,M,Green,3,Social Media,Email,56.73,2.1,8.15,3.27,4.36,Not satisfied,Blend,Sublimation,Yes,2024-07-01,Supplier C,10.86,City A,Bank Transfer,Handled with care,698093
2024-07-01,3903,Long Sleeve,S,Black,6,Social Media,Email,78.58,4.82,9.15,4.54,2.18,Will buy again,Polyester,Screen Printing,No,2024-07-02,Supplier A,14.2,City B,Bank Transfer,Urgent,167798
2024-07-02,4252,Tank Top,L,Red,8,Online,Organic Search,45.31,1.92,16.49,2.42,1.53,Good quality,Cotton,Embroidery,Yes,2024-07-03,Supplier A,8.57,City C,PayPal,Urgent,700844
2024-07-03,7448,Hoodie,L,Green,2,Online,Organic Search,92.52,2.59,6.18,1.8,1.2,Good quality,Cotton,Embroidery,No,2024-07-04,Supplier C,4.21,City B,Bank Transfer,Handled with care,342185
2024-07-04,9969,Long Sleeve,S,Green,6,Fair,Email,95.26,2.17,18.42,3.1,3.01,Will buy again,Blend,Embroidery,No,2024-07-05,Supplier C,12.91,City B,Credit Card,Urgent,296176
2024-07-05,8426,Hoodie,XL,White,4,Online,Email,33.42,3.57,8.28,3.12,2.83,Not satisfied,Polyester,Sublimation,No,2024-07-06,Supplier C,7.43,City C,PayPal,Special instructions,735523
2024-07-06,1612,Tank Top,M,Green,6,Social Media,Email,27.47,2.67,15.77,4.64,4.0,Will buy again,Cotton,Sublimation,No,2024-07-07,Supplier A,5.14,City A,Bank Transfer,Special instructions,492384
2024-07-07,5186,Hoodie,M,Black,7,Fair,Email,43.95,4.83,16.41,1.02,4.07,Not satisfied,Cotton,Sublimation,No,2024-07-08,Supplier A,8.42,City A,Bank Transfer,Special instructions,239788
2024-07-08,9809,Long Sleeve,L,Black,4,Social Media,Organic Search,57.52,4.87,18.4,4.42,1.28,Good quality,Polyester,Embroidery,No,2024-07-09,Supplier A,9.68,City A,PayPal,Special instructions,501314
2024-07-09,5108,Long Sleeve,L,Green,7,Social Media,Social Media,32.56,1.39,8.11,3.43,4.89,Not satisfied,Cotton,Screen Printing,Yes,2024-07-10,Supplier C,10.56,City B,Bank Transfer,Urgent,961500
2024-07-10,6736,Tank Top,L,Black,8,Social Media,Social Media,39.33,4.71,15.85,4.76,2.03,Not satisfied,Blend,Embroidery,No,2024-07-11,Supplier B,5.86,City B,PayPal,Special instructions,645408
2024-07-11,5263,Hoodie,S,Green,6,Online,Social Media,94.66,4.19,10.3,3.98,2.5,Not satisfied,Polyester,Screen Printing,Yes,2024-07-12,Supplier C,9.39,City C,Credit Card,Handled with care,679605
2024-07-12,1099,Long Sleeve,L,Red,7,Fair,Email,77.19,3.85,10.82,2.47,3.31,Not satisfied,Polyester,Embroidery,No,2024-07-13,Supplier A,12.65,City C,Credit Card,Special instructions,305724
2024-07-13,8385,Short Sleeve,L,Black,6,Fair,Organic Search,67.84,2.45,12.62,3.54,1.15,Will buy again,Cotton,Screen Printing,Yes,2024-07-14,Supplier B,6.05,City C,PayPal,Urgent,247959
2024-07-14,3354,Hoodie,L,Black,8,Online,Social Media,76.64,3.72,6.97,2.48,3.85,Will buy again,Blend,Sublimation,Yes,2024-07-15,Supplier C,4.92,City A,PayPal,Urgent,359265
2024-07-15,6908,Short Sleeve,M,Black,6,Online,Organic Search,20.22,4.24,10.38,4.69,1.77,Fast delivery,Polyester,Sublimation,No,2024-07-16,Supplier A,12.15,City C,Credit Card,Special instructions,327738
2024-07-16,2608,Long Sleeve,M,Black,4,Online,Email,31.64,4.32,19.11,1.08,4.67,Good quality,Polyester,Screen Printing,No,2024-07-17,Supplier A,6.37,City B,Credit Card,Handled with care,286069
2024-07-17,6394,Long Sleeve,XL,Green,4,Online,Email,75.34,4.22,7.71,3.22,1.99,Good quality,Polyester,Screen Printing,Yes,2024-07-18,Supplier C,11.31,City A,Credit Card,Urgent,250038
2024-07-18,8719,Tank Top,XL,Green,5,Social Media,Social Media,77.2,2.28,9.73,3.03,2.65,Good quality,Cotton,Screen Printing,Yes,2024-07-19,Supplier C,9.52,City C,PayPal,Urgent,362259
2024-07-19,1284,Tank Top,L,Red,1,Social Media,Email,88.24,1.74,17.11,1.76,1.9,Not satisfied,Polyester,Screen Printing,No,2024-07-20,Supplier A,3.21,City C,PayPal,Urgent,580674
2024-07-20,1000,Hoodie,M,Green,2,Online,Social Media,66.84,3.18,8.75,2.71,3.58,Good quality,Cotton,Screen Printing,Yes,2024-07-21,Supplier A,7.24,City B,Bank Transfer,Handled with care,537226
2024-07-21,5803,Long Sleeve,M,Black,4,Social Media,Organic Search,64.58,2.02,7.47,2.19,2.51,Will buy again,Cotton,Embroidery,No,2024-07-22,Supplier C,5.81,City B,Credit Card,Special instructions,412801
2024-07-22,6851,Long Sleeve,M,Red,4,Social Media,Email,51.81,4.14,7.86,3.68,1.96,Will buy again,Polyester,Screen Printing,Yes,2024-07-23,Supplier A,12.99,City B,Credit Card,Handled with care,337913
2024-07-23,3963,Long Sleeve,M,Blue,4,Online,Social Media,85.32,1.18,19.79,4.01,4.38,Not satisfied,Cotton,Embroidery,No,2024-07-24,Supplier A,3.24,City B,PayPal,Special instructions,675303
2024-07-24,3098,Long Sleeve,XL,White,9,Social Media,Social Media,88.16,2.7,11.2,4.09,3.81,Good quality,Polyester,Embroidery,Yes,2024-07-25,Supplier A,9.75,City B,Bank Transfer,Special instructions,397227
2024-07-25,5966,Short Sleeve,S,Red,9,Online,Email,56.13,4.11,10.94,2.58,2.89,Good quality,Blend,Sublimation,No,2024-07-26,Supplier B,5.04,City B,Credit Card,Urgent,405389
2024-07-26,3068,Long Sleeve,M,White,4,Fair,Organic Search,50.05,1.32,16.36,1.77,2.14,Not satisfied,Blend,Sublimation,Yes,2024-07-27,Supplier C,9.41,City A,Credit Card,Urgent,851317
2024-07-27,7827,Tank Top,M,Black,9,Fair,Organic Search,24.03,3.75,5.94,2.18,4.49,Will buy again,Polyester,Sublimation,Yes,2024-07-28,Supplier B,12.4,City C,Bank Transfer,Handled with care,322198
2024-07-28,6604,Hoodie,M,Blue,5,Online,Organic Search,83.37,1.92,7.54,3.14,2.68,Fast delivery,Cotton,Embroidery,No,2024-07-29,Supplier C,5.94,City B,Credit Card,Urgent,502006
2024-07-29,7509,Hoodie,M,White,1,Social Media,Email,73.84,1.51,15.8,3.46,2.86,Will buy again,Blend,Sublimation,No,2024-07-30,Supplier A,11.62,City C,Credit Card,Special instructions,468519
2024-07-30,8874,Hoodie,S,Red,7,Online,Email,55.14,2.23,9.79,4.18,1.77,Not satisfied,Blend,Sublimation,No,2024-07-31,Supplier B,11.12,City C,PayPal,Urgent,698433
2024-07-31,9417,Short Sleeve,S,Green,9,Fair,Organic Search,60.37,1.08,15.53,3.88,4.34,Will buy again,Blend,Screen Printing,No,2024-08-01,Supplier B,11.71,City B,Bank Transfer,Urgent,827195
2024-08-01,8820,Long Sleeve,L,White,7,Fair,Email,91.68,3.52,5.34,1.7,3.2,Will buy again,Blend,Sublimation,Yes,2024-08-02,Supplier B,7.92,City C,Credit Card,Urgent,683111
2024-08-02,2807,Hoodie,XL,Green,4,Online,Organic Search,90.21,2.33,13.86,3.98,3.63,Not satisfied,Blend,Sublimation,Yes,2024-08-03,Supplier A,3.37,City A,Bank Transfer,Special instructions,255110
2024-08-03,4190,Tank Top,M,White,9,Online,Social Media,34.33,4.97,13.16,1.46,2.68,Will buy again,Cotton,Embroidery,No,2024-08-04,Supplier C,3.0,City B,Bank Transfer,Urgent,112742
2024-08-04,2932,Short Sleeve,M,Black,3,Online,Social Media,87.92,1.39,7.17,4.67,1.08,Good quality,Cotton,Sublimation,Yes,2024-08-05,Supplier C,13.8,City C,Bank Transfer,Urgent,830600
2024-08-05,4973,Long Sleeve,L,Green,9,Social Media,Organic Search,60.78,4.58,6.78,3.76,2.2,Fast delivery,Blend,Sublimation,Yes,2024-08-06,Supplier A,9.37,City B,PayPal,Urgent,300601
2024-08-06,1266,Long Sleeve,S,Blue,9,Online,Email,28.49,2.99,18.92,1.45,1.08,Not satisfied,Blend,Embroidery,Yes,2024-08-07,Supplier A,6.81,City C,PayPal,Urgent,830371
2024-08-07,6382,Long Sleeve,L,Red,9,Online,Organic Search,44.92,1.47,12.58,4.35,1.12,Will buy again,Blend,Sublimation,Yes,2024-08-08,Supplier B,11.59,City C,Credit Card,Urgent,955944
2024-08-08,9806,Long Sleeve,S,Blue,3,Social Media,Email,74.96,4.42,5.75,3.71,4.94,Will buy again,Blend,Embroidery,No,2024-08-09,Supplier A,3.53,City B,PayPal,Special instructions,610381
2024-08-09,3418,Short Sleeve,XL,White,6,Social Media,Social Media,91.47,1.44,7.23,3.85,1.38,Will buy again,Cotton,Embroidery,No,2024-08-10,Supplier B,10.72,City C,Credit Card,Handled with care,815730
2024-08-10,7834,Tank Top,L,White,7,Fair,Social Media,28.67,3.58,15.09,2.95,2.8,Not satisfied,Polyester,Screen Printing,Yes,2024-08-11,Supplier C,7.5,City A,Bank Transfer,Urgent,766171
2024-08-11,8500,Long Sleeve,L,Blue,6,Fair,Email,68.77,1.98,12.15,3.42,4.35,Will buy again,Polyester,Screen Printing,No,2024-08-12,Supplier A,13.64,City B,Credit Card,Urgent,816615
2024-08-12,5765,Short Sleeve,M,White,9,Online,Organic Search,74.25,2.8,13.96,2.71,2.69,Will buy again,Polyester,Embroidery,Yes,2024-08-13,Supplier A,6.07,City B,Bank Transfer,Urgent,708831
2024-08-13,6641,Short Sleeve,L,Black,6,Fair,Email,42.09,3.29,11.87,3.27,2.0,Fast delivery,Blend,Screen Printing,No,2024-08-14,Supplier A,7.35,City A,Credit Card,Handled with care,297266
2024-08-14,9819,Tank Top,S,Red,9,Fair,Organic Search,80.53,4.68,18.88,4.16,2.66,Good quality,Cotton,Embroidery,Yes,2024-08-15,Supplier A,7.3,City A,Bank Transfer,Special instructions,723891
2024-08-15,5485,Short Sleeve,S,Black,3,Social Media,Organic Search,28.27,2.14,17.38,1.8,4.3,Not satisfied,Polyester,Sublimation,No,2024-08-16,Supplier A,3.05,City B,Bank Transfer,Urgent,286790
2024-08-16,7772,Short Sleeve,L,Green,1,Social Media,Social Media,39.17,2.55,19.7,4.5,1.18,Will buy again,Cotton,Screen Printing,Yes,2024-08-17,Supplier C,8.19,City B,Credit Card,Urgent,395326
2024-08-17,9373,Hoodie,S,Red,3,Social Media,Organic Search,20.04,1.8,19.09,2.22,2.96,Not satisfied,Polyester,Embroidery,No,2024-08-18,Supplier A,8.82,City A,Credit Card,Urgent,499502
2024-08-18,3283,Hoodie,L,Red,1,Fair,Social Media,60.22,2.37,15.93,1.59,1.77,Not satisfied,Polyester,Screen Printing,Yes,2024-08-19,Supplier B,14.43,City C,Bank Transfer,Urgent,919447
2024-08-19,5289,Tank Top,XL,White,3,Social Media,Social Media,41.07,1.5,5.79,3.54,1.24,Not satisfied,Cotton,Sublimation,No,2024-08-20,Supplier B,14.12,City A,Credit Card,Urgent,176175
2024-08-20,7732,Hoodie,M,Green,1,Fair,Email,26.25,3.19,19.99,3.1,4.14,Good quality,Polyester,Embroidery,Yes,2024-08-21,Supplier B,10.86,City B,PayPal,Urgent,757732
2024-08-21,1120,Short Sleeve,XL,Blue,9,Social Media,Social Media,90.47,3.24,12.1,2.17,1.06,Will buy again,Blend,Sublimation,Yes,2024-08-22,Supplier C,7.27,City C,Bank Transfer,Urgent,795006
2024-08-22,9717,Short Sleeve,XL,Green,1,Fair,Social Media,35.89,3.49,5.91,3.51,2.66,Not satisfied,Cotton,Embroidery,Yes,2024-08-23,Supplier C,8.66,City B,Bank Transfer,Urgent,725378
2024-08-23,1222,Tank Top,M,Blue,5,Social Media,Social Media,65.39,1.92,19.87,3.86,3.18,Good quality,Cotton,Sublimation,No,2024-08-24,Supplier B,10.87,City C,PayPal,Urgent,647184
2024-08-24,4676,Short Sleeve,M,Green,5,Fair,Organic Search,41.72,2.73,13.56,2.09,1.69,Not satisfied,Blend,Screen Printing,No,2024-08-25,Supplier C,6.56,City B,Credit Card,Handled with care,446193
2024-08-25,5332,Tank Top,M,Green,4,Fair,Email,67.8,1.17,11.89,1.47,4.6,Not satisfied,Blend,Sublimation,Yes,2024-08-26,Supplier C,3.59,City A,Bank Transfer,Urgent,918543
2024-08-26,4632,Hoodie,L,Blue,6,Social Media,Organic Search,72.34,1.16,5.3,3.04,2.63,Not satisfied,Blend,Screen Printing,No,2024-08-27,Supplier A,11.79,City C,Credit Card,Special instructions,301973
2024-08-27,8326,Hoodie,S,Black,3,Social Media,Social Media,78.05,2.24,11.43,2.13,1.73,Good quality,Cotton,Screen Printing,Yes,2024-08-28,Supplier C,13.1,City C,PayPal,Urgent,577413
2024-08-28,8557,Long Sleeve,L,White,5,Social Media,Organic Search,43.66,2.96,7.75,2.3,3.44,Not satisfied,Blend,Embroidery,No,2024-08-29,Supplier A,9.12,City A,PayPal,Handled with care,414573
2024-08-29,3544,Hoodie,S,White,1,Online,Social Media,23.78,3.77,15.78,2.98,3.56,Good quality,Polyester,Screen Printing,No,2024-08-30,Supplier A,3.73,City A,PayPal,Handled with care,704581
2024-08-30,7432,Long Sleeve,L,White,6,Online,Email,88.58,4.03,5.12,3.92,2.55,Will buy again,Blend,Screen Printing,No,2024-08-31,Supplier B,8.71,City C,Bank Transfer,Urgent,896625
2024-08-31,1062,Long Sleeve,S,Blue,6,Social Media,Social Media,97.54,2.61,13.0,1.06,1.13,Will buy again,Cotton,Sublimation,No,2024-09-01,Supplier A,3.97,City C,PayPal,Urgent,897860
2024-09-01,7490,Long Sleeve,S,White,8,Social Media,Social Media,90.9,4.02,5.66,2.91,3.65,Not satisfied,Polyester,Sublimation,No,2024-09-02,Supplier A,3.54,City B,Credit Card,Special instructions,125650
2024-09-02,3023,Short Sleeve,XL,Red,8,Online,Social Media,26.61,3.91,15.72,1.49,1.95,Will buy again,Cotton,Screen Printing,No,2024-09-03,Supplier A,11.3,City A,Bank Transfer,Handled with care,972619
2024-09-03,9342,Long Sleeve,L,Green,2,Social Media,Organic Search,82.81,3.53,19.3,4.41,1.6,Will buy again,Cotton,Sublimation,No,2024-09-04,Supplier B,10.07,City A,Credit Card,Special instructions,725150
2024-09-04,9595,Hoodie,M,Blue,3,Social Media,Social Media,58.88,1.57,5.65,2.04,4.28,Good quality,Polyester,Sublimation,No,2024-09-05,Supplier A,6.75,City C,Credit Card,Urgent,996886
2024-09-05,3437,Tank Top,L,Blue,9,Online,Social Media,70.57,2.15,6.55,2.62,3.02,Will buy again,Blend,Embroidery,No,2024-09-06,Supplier C,9.56,City A,PayPal,Special instructions,978266
2024-09-06,3852,Hoodie,M,Red,8,Fair,Social Media,68.94,3.14,12.73,1.19,2.79,Fast delivery,Polyester,Screen Printing,Yes,2024-09-07,Supplier B,11.13,City A,PayPal,Handled with care,875655
2024-09-07,1127,Tank Top,L,Green,9,Online,Social Media,62.8,4.26,19.74,1.6,4.02,Not satisfied,Cotton,Embroidery,No,2024-09-08,Supplier B,11.73,City C,Bank Transfer,Special instructions,218401
2024-09-08,2508,Hoodie,XL,White,2,Social Media,Social Media,74.01,2.61,11.17,1.01,2.88,Fast delivery,Blend,Sublimation,Yes,2024-09-09,Supplier B,9.19,City C,PayPal,Special instructions,694531
2024-09-09,3508,Tank Top,S,Blue,4,Social Media,Social Media,69.31,4.87,14.23,2.44,3.45,Good quality,Cotton,Embroidery,No,2024-09-10,Supplier B,11.68,City A,Bank Transfer,Urgent,769030
2024-09-10,8322,Hoodie,M,Blue,3,Fair,Organic Search,66.15,3.66,16.42,4.24,2.62,Will buy again,Cotton,Embroidery,Yes,2024-09-11,Supplier A,8.05,City B,Bank Transfer,Handled with care,280407
2024-09-11,3022,Tank Top,S,Blue,9,Social Media,Email,31.43,2.25,18.92,3.3,4.55,Will buy again,Polyester,Screen Printing,No,2024-09-12,Supplier C,8.64,City C,PayPal,Special instructions,224604
2024-09-12,4252,Long Sleeve,S,Blue,8,Social Media,Email,89.19,3.25,7.66,4.36,3.26,Not satisfied,Blend,Screen Printing,Yes,2024-09-13,Supplier C,9.78,City B,PayPal,Urgent,859665
2024-09-13,1592,Tank Top,S,Blue,2,Online,Email,80.28,2.5,18.67,1.7,4.61,Good quality,Blend,Embroidery,Yes,2024-09-14,Supplier C,11.6,City A,Credit Card,Urgent,866463
2024-09-14,7557,Long Sleeve,XL,Blue,7,Online,Email,97.15,4.65,14.4,3.71,4.6,Not satisfied,Polyester,Embroidery,No,2024-09-15,Supplier B,5.55,City B,PayPal,Special instructions,475216
2024-09-15,2024,Hoodie,L,Red,1,Social Media,Organic Search,83.34,1.19,17.08,3.98,4.03,Fast delivery,Polyester,Screen Printing,Yes,2024-09-16,Supplier A,4.9,City C,PayPal,Special instructions,271435
2024-09-16,4799,Tank Top,S,Blue,9,Social Media,Social Media,66.6,1.92,9.43,2.38,3.19,Good quality,Blend,Embroidery,No,2024-09-17,Supplier C,12.58,City A,Bank Transfer,Handled with care,444682
2024-09-17,5669,Tank Top,XL,Black,5,Social Media,Social Media,93.37,1.39,12.5,1.46,3.62,Will buy again,Blend,Screen Printing,Yes,2024-09-18,Supplier B,6.59,City A,PayPal,Special instructions,756178
2024-09-18,3371,Hoodie,XL,Green,7,Social Media,Organic Search,72.34,4.22,8.13,3.97,1.89,Good quality,Cotton,Screen Printing,No,2024-09-19,Supplier B,8.2,City B,Bank Transfer,Urgent,357121
2024-09-19,8764,Long Sleeve,XL,Green,7,Fair,Email,44.81,1.76,17.82,3.09,4.68,Not satisfied,Cotton,Screen Printing,No,2024-09-20,Supplier C,5.65,City B,Bank Transfer,Special instructions,264326
2024-09-20,1116,Long Sleeve,L,White,2,Online,Organic Search,34.04,3.97,8.07,2.88,4.44,Not satisfied,Polyester,Embroidery,No,2024-09-21,Supplier C,3.81,City C,PayPal,Handled with care,424447
